"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Apr 18 19:18:00 GMT 2023","Tue Apr 18 19:18:02 GMT 2023","1846","","pages.RegistrationAndLoginPageTest","","pages.RegistrationAndLoginPageTest","clickAcceptTermsAndConditionsButtonTest","Accept Terms and conditions","Validating Terms and conditions popup"
"passed","Tue Apr 18 19:18:05 GMT 2023","Tue Apr 18 19:18:06 GMT 2023","1610","","pages.LandingPageTest","","pages.LandingPageTest","clickAboutButtonTest","Click About button","The test verifies that on LandingPage the 'About' button is visible, and clicking on it navigates to the correct page."
"failed","Tue Apr 18 19:18:06 GMT 2023","Tue Apr 18 19:18:08 GMT 2023","1478","","pages.LandingPageTest","","pages.LandingPageTest","clickHomeButtonTest","Click Home button","The test verifies that on LandingPage the 'Home' button is visible, and clicking on it navigates to the correct page."
"passed","Tue Apr 18 19:18:02 GMT 2023","Tue Apr 18 19:18:03 GMT 2023","578","","pages.RegistrationAndLoginPageTest","","pages.RegistrationAndLoginPageTest","registerNewUser","Register new user tab","Validating new user registration function is possible"
"passed","Tue Apr 18 19:18:08 GMT 2023","Tue Apr 18 19:18:09 GMT 2023","1540","","pages.LandingPageTest","","pages.LandingPageTest","clickGetInTouchButtonTest","Click Get in touch button","The test verifies that on LandingPage the 'Get in touch' button is visible, and clicking on it navigates to the correct page."
"passed","Tue Apr 18 19:18:03 GMT 2023","Tue Apr 18 19:18:05 GMT 2023","1568","","pages.LandingPageTest","","pages.LandingPageTest","loginTest","Login with existing user","This test checks if with existing username and password the login is possible."
"failed","Tue Apr 18 19:18:09 GMT 2023","Tue Apr 18 19:18:16 GMT 2023","6594","","pages.GetInTouchPageTest","","pages.GetInTouchPageTest","sendMessage","Sending message","The test verifies the 'Get in touch' menu's send message function."
