"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon May 01 09:48:58 GMT 2023","Mon May 01 09:48:58 GMT 2023","555","","pages.RegistrationAndLoginPageTest","","pages.RegistrationAndLoginPageTest","navigateToUrlTest","Navigate to URL","Validates navigating to the given URL is successful."
"passed","Mon May 01 09:49:12 GMT 2023","Mon May 01 09:49:14 GMT 2023","1309","","pages.LandingPageTest","","pages.LandingPageTest","clickAboutButtonTest","Click About button","The test verifies that on LandingPage the 'About' button is visible, and clicking on it navigates to the correct page."
"passed","Mon May 01 09:49:03 GMT 2023","Mon May 01 09:49:04 GMT 2023","745","","pages.TermsAndConditionsTest","","pages.TermsAndConditionsTest","verifyTermsAndConditionsTextTest","Verify text of 'Terms and conditions'","Comparing the text of 'Terms and conditions' to a text stored in a '.txt' file"
"passed","Mon May 01 09:49:15 GMT 2023","Mon May 01 09:49:16 GMT 2023","1332","","pages.LandingPageTest","","pages.LandingPageTest","logoutTest","Logout","Logout - validating user logout is successful"
"failed","Mon May 01 09:49:00 GMT 2023","Mon May 01 09:49:01 GMT 2023","1105","","pages.RegistrationAndLoginPageTest","","pages.RegistrationAndLoginPageTest","registerWithInvalidEmailTest","Invalid email credential registration","Using 'invalid email' credentials - new user registration is not possible when no valid email address is provided"
"passed","Mon May 01 09:49:06 GMT 2023","Mon May 01 09:49:06 GMT 2023","629","","pages.TermsAndConditionsTest","","pages.TermsAndConditionsTest","clickCloseTermsAndConditionsButtonTest","Close 'Terms and conditions'","Close 'Terms and conditions'"
"passed","Mon May 01 09:49:04 GMT 2023","Mon May 01 09:49:05 GMT 2023","647","","pages.TermsAndConditionsTest","","pages.TermsAndConditionsTest","navigateToUrlTest","Navigate to URL","Validates navigating to the given URL is successful."
"broken","Mon May 01 09:49:03 GMT 2023","Mon May 01 09:49:12 GMT 2023","9567","","pages.LandingPageTest","","pages.LandingPageTest","logoutAndPressBackTest","Logout and press 'back'","Logout and press 'back arrow' button - validating user logout is successful"
"failed","Mon May 01 09:48:56 GMT 2023","Mon May 01 09:48:57 GMT 2023","1014","","pages.RegistrationAndLoginPageTest","","pages.RegistrationAndLoginPageTest","registerWithEmptyCredentialsTest","Empty credentials registration","Using 'empty' credentials - validating new user registration is not possible when no valid data's are provided"
"failed","Mon May 01 09:48:54 GMT 2023","Mon May 01 09:48:55 GMT 2023","1266","","pages.ProfilePageTest","","pages.ProfilePageTest","changeProfileTest","Edit profile","Edit profile - Validates changing data in profile is successful."
