"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sun May 07 20:38:30 GMT 2023","Sun May 07 20:38:35 GMT 2023","5067","","pageTests.GetInTouchPageTest","","pageTests.GetInTouchPageTest","sendMultipleMessage","Send multiple messages from file","The test verifies the 'Get in touch' menu's send message function."
"passed","Sun May 07 20:38:07 GMT 2023","Sun May 07 20:38:08 GMT 2023","631","","functionTests.CheckUrlTest","","functionTests.CheckUrlTest","navigateToTermsAndConditionsPageTest","'Terms and conditions' - URL check","Validates navigating to the given URL is successful."
"passed","Sun May 07 20:38:09 GMT 2023","Sun May 07 20:38:10 GMT 2023","659","","functionTests.CheckUrlTest","","functionTests.CheckUrlTest","navigateToRegistrationAndLoginPageTest","'Registration an Login page' - URL check","Validates navigating to the given URL is successful."
"passed","Sun May 07 20:38:03 GMT 2023","Sun May 07 20:38:04 GMT 2023","1242","","functionTests.ListingDataTest","","functionTests.ListingDataTest","listExpertises","List expertises",""
"passed","Sun May 07 20:38:23 GMT 2023","Sun May 07 20:38:24 GMT 2023","1172","","functionTests.LoginTest","","functionTests.LoginTest","builtInCredentialLoginTest","'Built-in' credentials login","Built-in credentials login - validating user login is possible with built-in login credentials"
"passed","Sun May 07 20:38:04 GMT 2023","Sun May 07 20:38:05 GMT 2023","673","","functionTests.TermsAndConditionsTest","","functionTests.TermsAndConditionsTest","verifyTermsAndConditionsTextTest","Verify text of 'Terms and conditions'","Comparing the text of 'Terms and conditions' to a text stored in a '.txt' file"
"passed","Sun May 07 20:38:50 GMT 2023","Sun May 07 20:38:51 GMT 2023","1057","","pageTests.LandingPageTest","","pageTests.LandingPageTest","clickAboutButtonTest","Click About button","The test verifies that on LandingPage the 'About' button is visible, and clicking on it navigates to the correct page."
"failed","Sun May 07 20:37:43 GMT 2023","Sun May 07 20:37:44 GMT 2023","905","","functionTests.RegistrationTest","","functionTests.RegistrationTest","registerWithEmptyCredentialsTest","Empty credentials registration","Using 'empty' credentials - validating new user registration is not possible when no data's are provided"
"passed","Sun May 07 20:38:20 GMT 2023","Sun May 07 20:38:21 GMT 2023","891","","functionTests.LoginTest","","functionTests.LoginTest","loginTabTest","'Login' tab check","Login tab - Verifies after switching to 'Register' tab, register window is displayed. 'Login' tab is active, and when a click is performed on it, the 'login' window will be displayed"
"passed","Sun May 07 20:38:18 GMT 2023","Sun May 07 20:38:20 GMT 2023","2274","","functionTests.ScrollingThroughMultiPageListTest","","functionTests.ScrollingThroughMultiPageListTest","blogTitleCollectTest","'Multi page scroll' - Collect blog titles","The test verifies the titles of all blog pages."
"passed","Sun May 07 20:37:48 GMT 2023","Sun May 07 20:37:49 GMT 2023","1206","","functionTests.SavingDataTest","","functionTests.SavingDataTest","saveBlogColourOfTheYear2020","Save 'Colour of the year 2020 blog' text",""
"passed","Sun May 07 20:38:05 GMT 2023","Sun May 07 20:38:06 GMT 2023","700","","functionTests.TermsAndConditionsTest","","functionTests.TermsAndConditionsTest","clickOutsideTermsAndConditionsWindowTest","Click out of 'Terms and conditions'","Click out of 'Terms and conditions' window"
"passed","Sun May 07 20:38:10 GMT 2023","Sun May 07 20:38:10 GMT 2023","756","","functionTests.CheckUrlTest","","functionTests.CheckUrlTest","navigateToBlogPageTest","'Blog page' - URL check","Validates navigating to the given URL is successful."
"passed","Sun May 07 20:38:22 GMT 2023","Sun May 07 20:38:23 GMT 2023","754","","functionTests.LoginTest","","functionTests.LoginTest","loginWindowTest","'Login' window check","Login window - Verifies after handling the 'Terms and conditions' window, the 'Login' window is visible by default"
"passed","Sun May 07 20:38:43 GMT 2023","Sun May 07 20:38:49 GMT 2023","6084","","pageTests.RegistrationAndLoginPageTest","","pageTests.RegistrationAndLoginPageTest","registerMultipleValidUsersTest","Multiple valid users register","Multiple valid users register - Reading valid registration credentials from a file, multiple users can be registered."
"passed","Sun May 07 20:38:08 GMT 2023","Sun May 07 20:38:08 GMT 2023","666","","functionTests.CheckUrlTest","","functionTests.CheckUrlTest","navigateToGetInTouchPageTest","'Get in touch page' - URL check","Validates navigating to the given URL is successful."
"passed","Sun May 07 20:37:53 GMT 2023","Sun May 07 20:37:54 GMT 2023","1245","","functionTests.LogoutTest","","functionTests.LogoutTest","logoutTest","Logout","Logout - validating user logout is successful"
"passed","Sun May 07 20:37:45 GMT 2023","Sun May 07 20:37:46 GMT 2023","820","","functionTests.RegistrationTest","","functionTests.RegistrationTest","switchToRegisterTabTest","Switch to 'Register' tab","Register tab - validating switching tab when 'Register' tab is clicked"
"failed","Sun May 07 20:37:52 GMT 2023","Sun May 07 20:37:53 GMT 2023","1039","","functionTests.LogoutTest","","functionTests.LogoutTest","logoutAndPressBackTest","Logout and press 'back'","Logout and press 'back arrow' button - validating user logout is successful"
"passed","Sun May 07 20:37:49 GMT 2023","Sun May 07 20:37:51 GMT 2023","1166","","functionTests.SavingDataTest","","functionTests.SavingDataTest","saveBlogDecember","Save 'December blog' text",""
"failed","Sun May 07 20:37:56 GMT 2023","Sun May 07 20:38:03 GMT 2023","6711","","functionTests.InputNewDataTest","","functionTests.InputNewDataTest","sendMessage","Sending message","The test verifies the 'Get in touch' menu's send message function."
"passed","Sun May 07 20:38:53 GMT 2023","Sun May 07 20:38:55 GMT 2023","1227","","pageTests.AboutPageTest","","pageTests.AboutPageTest","listExpertises","List expertises",""
"failed","Sun May 07 20:38:10 GMT 2023","Sun May 07 20:38:11 GMT 2023","744","","functionTests.CheckUrlTest","","functionTests.CheckUrlTest","navigateToLandingPageTest","'Landing page' - URL check","Validates navigating to the given URL is successful."
"passed","Sun May 07 20:38:05 GMT 2023","Sun May 07 20:38:05 GMT 2023","846","","functionTests.TermsAndConditionsTest","","functionTests.TermsAndConditionsTest","clickAcceptTermsAndConditionsButtonTest","Accept 'Terms and conditions'","Accept 'Terms and conditions'"
"passed","Sun May 07 20:37:47 GMT 2023","Sun May 07 20:37:48 GMT 2023","1269","","functionTests.SavingDataTest","","functionTests.SavingDataTest","saveBlogBiggestRebrands2019","Save 'Biggest Rebrands 2019 blog' text",""
"passed","Sun May 07 20:38:08 GMT 2023","Sun May 07 20:38:09 GMT 2023","705","","functionTests.CheckUrlTest","","functionTests.CheckUrlTest","navigateToAboutPageTest","'About page' - URL check","Validates navigating to the given URL is successful."
