"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Apr 18 15:01:42 GMT 2023","Tue Apr 18 15:01:43 GMT 2023","1378","","pages.LandingPageTest","","pages.LandingPageTest","clickHomeButtonTest","Click Home button",""
"passed","Tue Apr 18 15:01:38 GMT 2023","Tue Apr 18 15:01:40 GMT 2023","1475","","pages.RegistrationAndLoginPageTest","","pages.RegistrationAndLoginPageTest","clickAcceptTermsAndConditionsButtonTest","Accept Terms and conditions","Validating Terms and conditions popup"
"passed","Tue Apr 18 15:01:40 GMT 2023","Tue Apr 18 15:01:42 GMT 2023","1362","","pages.LandingPageTest","","pages.LandingPageTest","loginTest","Login with existing username",""
"passed","Tue Apr 18 15:01:40 GMT 2023","Tue Apr 18 15:01:40 GMT 2023","522","","pages.RegistrationAndLoginPageTest","","pages.RegistrationAndLoginPageTest","registerNewUser","Register new user","Validating new user registration function"
