"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed May 03 09:37:09 GMT 2023","Wed May 03 09:37:10 GMT 2023","1125","","pages.RegistrationAndLoginPageTest","","pages.RegistrationAndLoginPageTest","builtInCredentialLoginTest","'Built-in' credentials login","Built-in credentials login - validating user login is possible with built-in login credentials"
"passed","Wed May 03 09:37:16 GMT 2023","Wed May 03 09:37:17 GMT 2023","580","","pages.TermsAndConditionsTest","","pages.TermsAndConditionsTest","clickCloseTermsAndConditionsButtonTest","Close 'Terms and conditions'","Close 'Terms and conditions'"
"failed","Wed May 03 09:36:49 GMT 2023","Wed May 03 09:36:55 GMT 2023","6065","","pages.GetInTouchPageTest","","pages.GetInTouchPageTest","sendMultipleMessage","Send multiple messages","The test verifies the 'Get in touch' menu's send message function."
"passed","Wed May 03 09:37:22 GMT 2023","Wed May 03 09:37:23 GMT 2023","1005","","pages.LandingPageTest","","pages.LandingPageTest","clickGetInTouchButtonTest","Click Get in touch button","The test verifies that on LandingPage the 'Get in touch' button is visible, and clicking on it navigates to the correct page."
"passed","Wed May 03 09:37:03 GMT 2023","Wed May 03 09:37:08 GMT 2023","4805","","pages.RegistrationAndLoginPageTest","","pages.RegistrationAndLoginPageTest","registerMultipleUsersTest","Multiple user register","Multiple user register - Reading valid registration credentials from a file, multiple users can be registered."
"failed","Wed May 03 09:37:18 GMT 2023","Wed May 03 09:37:19 GMT 2023","1020","","pages.LandingPageTest","","pages.LandingPageTest","logoutAndPressBackTest","Logout and press 'back'","Logout and press 'back arrow' button - validating user logout is successful"
"passed","Wed May 03 09:37:02 GMT 2023","Wed May 03 09:37:03 GMT 2023","817","","pages.RegistrationAndLoginPageTest","","pages.RegistrationAndLoginPageTest","switchToRegisterTabTest","Switch to 'Register' tab","Register tab - validating switching tab when 'Register' tab is clicked"
"failed","Wed May 03 09:36:59 GMT 2023","Wed May 03 09:37:00 GMT 2023","849","","pages.RegistrationAndLoginPageTest","","pages.RegistrationAndLoginPageTest","registerWithEmptyCredentialsTest","Empty credentials registration","Using 'empty' credentials - validating new user registration is not possible when no valid data's are provided"
"passed","Wed May 03 09:36:58 GMT 2023","Wed May 03 09:36:59 GMT 2023","822","","pages.RegistrationAndLoginPageTest","","pages.RegistrationAndLoginPageTest","emptyCredentialLoginTest","'Empty' credentials login","Empty credentials login - validating user login is not possible when no login data is provided"
"passed","Wed May 03 09:37:01 GMT 2023","Wed May 03 09:37:02 GMT 2023","1082","","pages.RegistrationAndLoginPageTest","","pages.RegistrationAndLoginPageTest","registerNewUserTest","Correct credentials registration","Using correct credentials - validating new user registration is possible"
"passed","Wed May 03 09:37:00 GMT 2023","Wed May 03 09:37:00 GMT 2023","581","","pages.RegistrationAndLoginPageTest","","pages.RegistrationAndLoginPageTest","loginWindowTest","'Login' window check","Login window - validates after handling the 'Terms and conditions' window, the 'Login' window is visible by default"
"failed","Wed May 03 09:37:08 GMT 2023","Wed May 03 09:37:09 GMT 2023","1065","","pages.RegistrationAndLoginPageTest","","pages.RegistrationAndLoginPageTest","registerWithInvalidEmailTest","Invalid email credential registration","Using 'invalid email' credentials - new user registration is not possible when no valid email address is provided"
"passed","Wed May 03 09:37:17 GMT 2023","Wed May 03 09:37:18 GMT 2023","909","","pages.LandingPageTest","","pages.LandingPageTest","loginTest","Login with existing user","This test checks if with existing username and password the login is possible."
"passed","Wed May 03 09:36:57 GMT 2023","Wed May 03 09:36:58 GMT 2023","852","","pages.RegistrationAndLoginPageTest","","pages.RegistrationAndLoginPageTest","loginTabTest","'Login' tab check","Login tab - Verifies after switching to 'Register' tab, register window is displayed. 'Login' tab is active, and when a click is performed on it, the 'login' window will be displayed"
"passed","Wed May 03 09:37:12 GMT 2023","Wed May 03 09:37:14 GMT 2023","1695","","pages.ProfilePageTest","","pages.ProfilePageTest","editProfileTest","Edit profile","Edit profile - Validates changing data in profile is successful."
"passed","Wed May 03 09:37:15 GMT 2023","Wed May 03 09:37:15 GMT 2023","558","","pages.TermsAndConditionsTest","","pages.TermsAndConditionsTest","clickAcceptTermsAndConditionsButtonTest","Accept 'Terms and conditions'","Accept 'Terms and conditions'"
"failed","Wed May 03 09:37:20 GMT 2023","Wed May 03 09:37:21 GMT 2023","1006","","pages.LandingPageTest","","pages.LandingPageTest","clickHomeButtonTest","Click Home button","The test verifies that on LandingPage the 'Home' button is visible, and clicking on it navigates to the correct page."
"passed","Wed May 03 09:37:23 GMT 2023","Wed May 03 09:37:24 GMT 2023","1191","","pages.AboutPageTest","","pages.AboutPageTest","listExpertises","List expertises",""
