"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Apr 26 15:00:04 GMT 2023","Wed Apr 26 15:00:04 GMT 2023","768","","pages.RegistrationAndLoginPageTest","","pages.RegistrationAndLoginPageTest","registerNewUser","Register new user tab","Validating new user registration function is possible"
"passed","Wed Apr 26 15:00:09 GMT 2023","Wed Apr 26 15:00:10 GMT 2023","1000","","pages.LandingPageTest","","pages.LandingPageTest","clickGetInTouchButtonTest","Click Get in touch button","The test verifies that on LandingPage the 'Get in touch' button is visible, and clicking on it navigates to the correct page."
"failed","Wed Apr 26 15:00:08 GMT 2023","Wed Apr 26 15:00:09 GMT 2023","1052","","pages.LandingPageTest","","pages.LandingPageTest","clickHomeButtonTest","Click Home button","The test verifies that on LandingPage the 'Home' button is visible, and clicking on it navigates to the correct page."
"failed","Wed Apr 26 15:00:10 GMT 2023","Wed Apr 26 15:00:17 GMT 2023","6748","","pages.GetInTouchPageTest","","pages.GetInTouchPageTest","sendMessage","Sending message","The test verifies the 'Get in touch' menu's send message function."
"passed","Wed Apr 26 14:59:32 GMT 2023","Wed Apr 26 15:00:04 GMT 2023","31607","","pages.RegistrationAndLoginPageTest","","pages.RegistrationAndLoginPageTest","clickAcceptTermsAndConditionsButtonTest","Accept Terms and conditions","Validating Terms and conditions popup"
"passed","Wed Apr 26 15:00:05 GMT 2023","Wed Apr 26 15:00:07 GMT 2023","2290","","pages.LandingPageTest","","pages.LandingPageTest","loginTest","Login with existing user","This test checks if with existing username and password the login is possible."
"passed","Wed Apr 26 15:00:07 GMT 2023","Wed Apr 26 15:00:08 GMT 2023","1223","","pages.LandingPageTest","","pages.LandingPageTest","clickAboutButtonTest","Click About button","The test verifies that on LandingPage the 'About' button is visible, and clicking on it navigates to the correct page."
