"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 28 15:19:31 GMT 2023","Fri Apr 28 15:19:32 GMT 2023","942","","pages.LandingPageTest","","pages.LandingPageTest","clickGetInTouchButtonTest","Click Get in touch button","The test verifies that on LandingPage the 'Get in touch' button is visible, and clicking on it navigates to the correct page."
"failed","Fri Apr 28 15:19:16 GMT 2023","Fri Apr 28 15:19:24 GMT 2023","7478","","pages.GetInTouchPageTest","","pages.GetInTouchPageTest","sendMessage","Sending message","The test verifies the 'Get in touch' menu's send message function."
"passed","Fri Apr 28 15:19:25 GMT 2023","Fri Apr 28 15:19:26 GMT 2023","534","","pages.TermsAndConditionsTest","","pages.TermsAndConditionsTest","verifyTermsAndConditionsTextTest","Verify text of 'Terms and conditions'","Comparing the text of 'Terms and conditions' to a text stored in a '.txt' file"
"passed","Fri Apr 28 15:19:26 GMT 2023","Fri Apr 28 15:19:26 GMT 2023","455","","pages.TermsAndConditionsTest","","pages.TermsAndConditionsTest","navigateToUrlTest","Navigate to URL","Validates navigating to the given URL is successful."
"passed","Fri Apr 28 15:19:24 GMT 2023","Fri Apr 28 15:19:25 GMT 2023","555","","pages.RegistrationAndLoginPageTest","","pages.RegistrationAndLoginPageTest","registerNewUser","Register new user tab","Using correct credentials - validating new user registration is possible"
"passed","Fri Apr 28 15:19:28 GMT 2023","Fri Apr 28 15:19:29 GMT 2023","970","","pages.LandingPageTest","","pages.LandingPageTest","clickAboutButtonTest","Click About button","The test verifies that on LandingPage the 'About' button is visible, and clicking on it navigates to the correct page."
"passed","Fri Apr 28 15:19:24 GMT 2023","Fri Apr 28 15:19:24 GMT 2023","495","","pages.RegistrationAndLoginPageTest","","pages.RegistrationAndLoginPageTest","navigateToUrlTest","Navigate to URL","Validates navigating to the given URL is successful."
"failed","Fri Apr 28 15:19:29 GMT 2023","Fri Apr 28 15:19:31 GMT 2023","1189","","pages.LandingPageTest","","pages.LandingPageTest","clickHomeButtonTest","Click Home button","The test verifies that on LandingPage the 'Home' button is visible, and clicking on it navigates to the correct page."
"passed","Fri Apr 28 15:19:28 GMT 2023","Fri Apr 28 15:19:28 GMT 2023","813","","pages.LandingPageTest","","pages.LandingPageTest","loginTest","Login with existing user","This test checks if with existing username and password the login is possible."
"passed","Fri Apr 28 15:19:26 GMT 2023","Fri Apr 28 15:19:27 GMT 2023","546","","pages.TermsAndConditionsTest","","pages.TermsAndConditionsTest","clickAcceptTermsAndConditionsButtonTest","Accept 'Terms and conditions'","Accept 'Terms and conditions'"
"passed","Fri Apr 28 15:19:27 GMT 2023","Fri Apr 28 15:19:27 GMT 2023","530","","pages.TermsAndConditionsTest","","pages.TermsAndConditionsTest","clickOutsideTermsAndConditionsWindowTest","Click out of 'Terms and conditions'","Click out of 'Terms and conditions' window"
"passed","Fri Apr 28 15:19:27 GMT 2023","Fri Apr 28 15:19:28 GMT 2023","529","","pages.TermsAndConditionsTest","","pages.TermsAndConditionsTest","clickCloseTermsAndConditionsButtonTest","Close 'Terms and conditions'","Close 'Terms and conditions'"
