"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Apr 30 20:51:32 GMT 2023","Sun Apr 30 20:51:33 GMT 2023","210","","pages.LandingPageTest","","pages.LandingPageTest","logoutTest","Logout","Logout - validating user logout is successful"
"broken","Sun Apr 30 20:51:31 GMT 2023","Sun Apr 30 20:51:31 GMT 2023","204","","pages.TermsAndConditionsTest","","pages.TermsAndConditionsTest","clickAcceptTermsAndConditionsButtonTest","Accept 'Terms and conditions'","Accept 'Terms and conditions'"
"broken","Sun Apr 30 20:51:29 GMT 2023","Sun Apr 30 20:51:29 GMT 2023","205","","pages.RegistrationAndLoginPageTest","","pages.RegistrationAndLoginPageTest","navigateToUrlTest","Navigate to URL","Validates navigating to the given URL is successful."
"broken","Sun Apr 30 20:51:30 GMT 2023","Sun Apr 30 20:51:31 GMT 2023","259","","pages.TermsAndConditionsTest","","pages.TermsAndConditionsTest","verifyTermsAndConditionsTextTest","Verify text of 'Terms and conditions'","Comparing the text of 'Terms and conditions' to a text stored in a '.txt' file"
"broken","Sun Apr 30 20:51:29 GMT 2023","Sun Apr 30 20:51:29 GMT 2023","206","","pages.RegistrationAndLoginPageTest","","pages.RegistrationAndLoginPageTest","registerNewUserTest","Correct credentials registration","Using correct credentials - validating new user registration is possible"
"broken","Sun Apr 30 20:51:30 GMT 2023","Sun Apr 30 20:51:30 GMT 2023","204","","pages.ProfilePageTest","","pages.ProfilePageTest","changeProfileTest","Edit profile","Edit profile - Validates changing data in profile is successful."
"broken","Sun Apr 30 20:51:29 GMT 2023","Sun Apr 30 20:51:29 GMT 2023","207","","pages.RegistrationAndLoginPageTest","","pages.RegistrationAndLoginPageTest","loginWindowTest","'Login' window check","Login window - validates after handling the 'Terms and conditions' window, the 'Login' window is visible by default"
"broken","Sun Apr 30 20:51:32 GMT 2023","Sun Apr 30 20:51:32 GMT 2023","205","","pages.LandingPageTest","","pages.LandingPageTest","loginTest","Login with existing user","This test checks if with existing username and password the login is possible."
"broken","Sun Apr 30 20:51:32 GMT 2023","Sun Apr 30 20:51:32 GMT 2023","206","","pages.LandingPageTest","","pages.LandingPageTest","clickHomeButtonTest","Click Home button","The test verifies that on LandingPage the 'Home' button is visible, and clicking on it navigates to the correct page."
"broken","Sun Apr 30 20:51:33 GMT 2023","Sun Apr 30 20:51:33 GMT 2023","189","","pages.LandingPageTest","","pages.LandingPageTest","clickGetInTouchButtonTest","Click Get in touch button","The test verifies that on LandingPage the 'Get in touch' button is visible, and clicking on it navigates to the correct page."
"broken","Sun Apr 30 20:51:31 GMT 2023","Sun Apr 30 20:51:31 GMT 2023","206","","pages.TermsAndConditionsTest","","pages.TermsAndConditionsTest","navigateToUrlTest","Navigate to URL","Validates navigating to the given URL is successful."
"broken","Sun Apr 30 20:51:32 GMT 2023","Sun Apr 30 20:51:32 GMT 2023","204","","pages.LandingPageTest","","pages.LandingPageTest","clickAboutButtonTest","Click About button","The test verifies that on LandingPage the 'About' button is visible, and clicking on it navigates to the correct page."
"broken","Sun Apr 30 20:51:31 GMT 2023","Sun Apr 30 20:51:31 GMT 2023","205","","pages.TermsAndConditionsTest","","pages.TermsAndConditionsTest","clickOutsideTermsAndConditionsWindowTest","Click out of 'Terms and conditions'","Click out of 'Terms and conditions' window"
