"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue May 02 12:47:52 GMT 2023","Tue May 02 12:47:52 GMT 2023","204","","pages.LandingPageTest","","pages.LandingPageTest","logoutTest","Logout","Logout - validating user logout is successful"
"broken","Tue May 02 12:47:51 GMT 2023","Tue May 02 12:47:52 GMT 2023","255","","pages.LandingPageTest","","pages.LandingPageTest","clickHomeButtonTest","Click Home button","The test verifies that on LandingPage the 'Home' button is visible, and clicking on it navigates to the correct page."
"broken","Tue May 02 12:47:48 GMT 2023","Tue May 02 12:47:48 GMT 2023","205","","pages.RegistrationAndLoginPageTest","","pages.RegistrationAndLoginPageTest","registerMultipleUsersTest","Multiple user register","Multiple user register - Reading valid registration credentials from a file, multiple users can be registered."
"broken","Tue May 02 12:47:50 GMT 2023","Tue May 02 12:47:51 GMT 2023","255","","pages.TermsAndConditionsTest","","pages.TermsAndConditionsTest","clickOutsideTermsAndConditionsWindowTest","Click out of 'Terms and conditions'","Click out of 'Terms and conditions' window"
"broken","Tue May 02 12:47:50 GMT 2023","Tue May 02 12:47:50 GMT 2023","205","","pages.TermsAndConditionsTest","","pages.TermsAndConditionsTest","verifyTermsAndConditionsTextTest","Verify text of 'Terms and conditions'","Comparing the text of 'Terms and conditions' to a text stored in a '.txt' file"
"broken","Tue May 02 12:47:49 GMT 2023","Tue May 02 12:47:49 GMT 2023","205","","pages.ProfilePageTest","","pages.ProfilePageTest","deleteProfileTest","Delete profile","Delete profile - Validates deleting profile is successful."
"broken","Tue May 02 12:47:46 GMT 2023","Tue May 02 12:47:46 GMT 2023","201","","pages.GetInTouchPageTest","","pages.GetInTouchPageTest","sendMultipleMessage","Sending message","The test verifies the 'Get in touch' menu's send message function."
"broken","Tue May 02 12:47:47 GMT 2023","Tue May 02 12:47:47 GMT 2023","209","","pages.RegistrationAndLoginPageTest","","pages.RegistrationAndLoginPageTest","registerWithEmptyCredentialsTest","Empty credentials registration","Using 'empty' credentials - validating new user registration is not possible when no valid data's are provided"
"broken","Tue May 02 12:47:44 GMT 2023","Tue May 02 12:47:46 GMT 2023","1750","","pages.GetInTouchPageTest","","pages.GetInTouchPageTest","sendMessage","Sending message","The test verifies the 'Get in touch' menu's send message function."
"broken","Tue May 02 12:47:47 GMT 2023","Tue May 02 12:47:47 GMT 2023","213","","pages.BlogPageTest","","pages.BlogPageTest","blogTitleCollectTest","Sending message","The test verifies the 'Get in touch' menu's send message function."
"broken","Tue May 02 12:47:48 GMT 2023","Tue May 02 12:47:48 GMT 2023","206","","pages.RegistrationAndLoginPageTest","","pages.RegistrationAndLoginPageTest","navigateToUrlTest","Navigate to URL","Validates navigating to the given URL is successful."
"broken","Tue May 02 12:47:49 GMT 2023","Tue May 02 12:47:50 GMT 2023","206","","pages.ProfilePageTest","","pages.ProfilePageTest","editProfileTest","Edit profile","Edit profile - Validates changing data in profile is successful."
"broken","Tue May 02 12:47:49 GMT 2023","Tue May 02 12:47:49 GMT 2023","238","","pages.RegistrationAndLoginPageTest","","pages.RegistrationAndLoginPageTest","builtInCredentialLoginTest","'Built-in' credentials login","Built-in credentials login - validating user login is possible with built-in login credentials"
"broken","Tue May 02 12:47:51 GMT 2023","Tue May 02 12:47:51 GMT 2023","206","","pages.LandingPageTest","","pages.LandingPageTest","loginTest","Login with existing user","This test checks if with existing username and password the login is possible."
"broken","Tue May 02 12:47:51 GMT 2023","Tue May 02 12:47:51 GMT 2023","186","","pages.LandingPageTest","","pages.LandingPageTest","logoutAndPressBackTest","Logout and press 'back'","Logout and press 'back arrow' button - validating user logout is successful"
"broken","Tue May 02 12:47:47 GMT 2023","Tue May 02 12:47:47 GMT 2023","209","","pages.RegistrationAndLoginPageTest","","pages.RegistrationAndLoginPageTest","loginTabTest","'Login' tab check","Login tab - Verifies after switching to 'Register' tab, register window is displayed. 'Login' tab is active, and when a click is performed on it, the 'login' window will be displayed"
"broken","Tue May 02 12:47:48 GMT 2023","Tue May 02 12:47:49 GMT 2023","206","","pages.RegistrationAndLoginPageTest","","pages.RegistrationAndLoginPageTest","registerWithInvalidEmailTest","Invalid email credential registration","Using 'invalid email' credentials - new user registration is not possible when no valid email address is provided"
