"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 09 16:51:34 GMT 2023","Tue May 09 16:51:34 GMT 2023","749","","functionTests.CheckUrlTest","","functionTests.CheckUrlTest","navigateToProfilePageTest","URL06 - 'Profile page' - URL check","Validates navigating to the given URL is successful."
"passed","Tue May 09 16:51:08 GMT 2023","Tue May 09 16:51:10 GMT 2023","2475","","functionTests.SavingDataTest","","functionTests.SavingDataTest","saveBlogDecember","SAV01 - Save 'December blog' text","Saving text of 'December blog'"
"failed","Tue May 09 16:51:48 GMT 2023","Tue May 09 16:51:55 GMT 2023","7173","","functionTests.RepeatedSerialDataEntryFromDataSourceTest","","functionTests.RepeatedSerialDataEntryFromDataSourceTest","registerMultipleInvalidEmailUsersTest","REP03 - Multiple invalid users register","Multiple invalid email users register - Reading invalid email registration credentials from a file, registrations must fail."
"passed","Tue May 09 16:51:24 GMT 2023","Tue May 09 16:51:25 GMT 2023","1173","","functionTests.ListingDataTest","","functionTests.ListingDataTest","listTeamMembers","LIS02 - List team members","The test verifies the list of 'team members' on About page."
"passed","Tue May 09 16:50:55 GMT 2023","Tue May 09 16:51:04 GMT 2023","8760","","functionTests.DataModificationTest","","functionTests.DataModificationTest","editProfileTest","MOD01 - Edit profile","Edit profile - Verifies changing data in profile is successful."
"passed","Tue May 09 16:52:01 GMT 2023","Tue May 09 16:52:04 GMT 2023","2722","","functionTests.ScrollingThroughMultiPageListTest","","functionTests.ScrollingThroughMultiPageListTest","blogTitleCollectTest","PAG01 - 'Multi page scroll' - Collect blog titles","The test verifies the titles of all blog pages."
"passed","Tue May 09 16:51:27 GMT 2023","Tue May 09 16:51:28 GMT 2023","810","","functionTests.TermsAndConditionsTest","","functionTests.TermsAndConditionsTest","clickAcceptTermsAndConditionsButtonTest","TC01 - Accept 'Terms and conditions'","Accept 'Terms and conditions'"
"failed","Tue May 09 16:51:13 GMT 2023","Tue May 09 16:51:20 GMT 2023","7060","","functionTests.InputNewDataTest","","functionTests.InputNewDataTest","sendMessage","INP01 - Sending message","The test verifies the 'Get in touch' menu's send message function."
"failed","Tue May 09 16:51:32 GMT 2023","Tue May 09 16:51:34 GMT 2023","1187","","functionTests.CheckUrlTest","","functionTests.CheckUrlTest","navigateToLandingPageTest","URL05 - 'Landing page' - URL check","Validates navigating to the given URL is successful."
"passed","Tue May 09 16:51:30 GMT 2023","Tue May 09 16:51:31 GMT 2023","730","","functionTests.CheckUrlTest","","functionTests.CheckUrlTest","navigateToAboutPageTest","URL02 - 'About page' - URL check","Validates navigating to the given URL is successful."
"passed","Tue May 09 16:51:07 GMT 2023","Tue May 09 16:51:10 GMT 2023","2645","","functionTests.LogoutTest","","functionTests.LogoutTest","logoutTest","LOUT01 - Logout","Logout - verifying user logout is successful"
"failed","Tue May 09 16:51:04 GMT 2023","Tue May 09 16:51:07 GMT 2023","2952","","functionTests.LogoutTest","","functionTests.LogoutTest","logoutAndPressBackTest","LOUT02 - Logout and press 'back'","Logout and press 'back arrow' button - validating user logout is successful"
"passed","Tue May 09 16:51:55 GMT 2023","Tue May 09 16:52:01 GMT 2023","6266","","functionTests.RepeatedSerialDataEntryFromDataSourceTest","","functionTests.RepeatedSerialDataEntryFromDataSourceTest","registerMultipleValidUsersTest","REP02 - Multiple valid users register","Multiple valid users register - Reading valid registration credentials from a file, multiple users can be registered."
"passed","Tue May 09 16:51:10 GMT 2023","Tue May 09 16:51:12 GMT 2023","1967","","functionTests.SavingDataTest","","functionTests.SavingDataTest","saveBlogNovember","SAV02 - Save 'November blog' text","Saving text of 'November blog'"
"passed","Tue May 09 16:51:31 GMT 2023","Tue May 09 16:51:32 GMT 2023","677","","functionTests.CheckUrlTest","","functionTests.CheckUrlTest","navigateToRegistrationAndLoginPageTest","URL01 - 'Registration and Login page' - URL check","Validates navigating to the given URL is successful."
"passed","Tue May 09 16:51:23 GMT 2023","Tue May 09 16:51:24 GMT 2023","1227","","functionTests.MenuButtonsTest","","functionTests.MenuButtonsTest","clickGetInTouchButtonTest","MEN03 - Click Get in touch button","The test verifies that on LandingPage the 'Get in touch' button is visible, and clicking on it navigates to the correct page."
"passed","Tue May 09 16:52:06 GMT 2023","Tue May 09 16:52:06 GMT 2023","812","","functionTests.LoginTest","","functionTests.LoginTest","loginWindowTest","LIN01 - 'Login' window check","Login window - Verifies after handling the 'Terms and conditions' window, the 'Login' window is visible by default"
"failed","Tue May 09 16:50:55 GMT 2023","Tue May 09 16:51:02 GMT 2023","6777","","functionTests.RegistrationTest","","functionTests.RegistrationTest","registerWithEmptyCredentialsTest","REG03 - Empty credentials registration","Using 'empty' credentials - validating new user registration is not possible when no data's are provided"
"passed","Tue May 09 16:52:05 GMT 2023","Tue May 09 16:52:06 GMT 2023","841","","functionTests.LoginTest","","functionTests.LoginTest","emptyCredentialLoginTest","LIN03 - 'Empty' credentials login","Empty credentials login - verifying user login is not possible when no login data is provided"
"passed","Tue May 09 16:51:32 GMT 2023","Tue May 09 16:51:32 GMT 2023","842","","functionTests.CheckUrlTest","","functionTests.CheckUrlTest","navigateToBlogPageTest","URL03 - 'Blog page' - URL check","Validates navigating to the given URL is successful."
