"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Apr 30 20:56:13 GMT 2023","Sun Apr 30 20:56:14 GMT 2023","911","","pages.RegistrationAndLoginPageTest","","pages.RegistrationAndLoginPageTest","loginTabTest","'Login' tab check","Login tab - Verifies after switching to 'Register' tab, register window is displayed. 'Login' tab is active, and when a click is performed on it, the 'login' window will be displayed"
"passed","Sun Apr 30 20:56:16 GMT 2023","Sun Apr 30 20:56:17 GMT 2023","513","","pages.RegistrationAndLoginPageTest","","pages.RegistrationAndLoginPageTest","navigateToUrlTest","Navigate to URL","Validates navigating to the given URL is successful."
"passed","Sun Apr 30 20:56:18 GMT 2023","Sun Apr 30 20:56:19 GMT 2023","874","","pages.RegistrationAndLoginPageTest","","pages.RegistrationAndLoginPageTest","switchToRegisterTabTest","Switch to 'Register' tab","Register tab - validating switching tab when 'Register' tab is clicked"
"passed","Sun Apr 30 20:56:25 GMT 2023","Sun Apr 30 20:56:25 GMT 2023","558","","pages.TermsAndConditionsTest","","pages.TermsAndConditionsTest","clickCloseTermsAndConditionsButtonTest","Close 'Terms and conditions'","Close 'Terms and conditions'"
"failed","Sun Apr 30 20:56:15 GMT 2023","Sun Apr 30 20:56:15 GMT 2023","921","","pages.RegistrationAndLoginPageTest","","pages.RegistrationAndLoginPageTest","registerWithEmptyCredentialsTest","Empty credentials registration","Using 'empty' credentials - validating new user registration is not possible when no valid data's are provided"
"passed","Sun Apr 30 20:56:23 GMT 2023","Sun Apr 30 20:56:23 GMT 2023","566","","pages.TermsAndConditionsTest","","pages.TermsAndConditionsTest","verifyTermsAndConditionsTextTest","Verify text of 'Terms and conditions'","Comparing the text of 'Terms and conditions' to a text stored in a '.txt' file"
"passed","Sun Apr 30 20:56:17 GMT 2023","Sun Apr 30 20:56:18 GMT 2023","1196","","pages.RegistrationAndLoginPageTest","","pages.RegistrationAndLoginPageTest","registerNewUserTest","Correct credentials registration","Using correct credentials - validating new user registration is possible"
"passed","Sun Apr 30 20:56:24 GMT 2023","Sun Apr 30 20:56:24 GMT 2023","543","","pages.TermsAndConditionsTest","","pages.TermsAndConditionsTest","clickAcceptTermsAndConditionsButtonTest","Accept 'Terms and conditions'","Accept 'Terms and conditions'"
"passed","Sun Apr 30 20:56:15 GMT 2023","Sun Apr 30 20:56:16 GMT 2023","550","","pages.RegistrationAndLoginPageTest","","pages.RegistrationAndLoginPageTest","loginWindowTest","'Login' window check","Login window - validates after handling the 'Terms and conditions' window, the 'Login' window is visible by default"
"failed","Sun Apr 30 20:56:19 GMT 2023","Sun Apr 30 20:56:20 GMT 2023","1143","","pages.RegistrationAndLoginPageTest","","pages.RegistrationAndLoginPageTest","registerWithInvalidEmailTest","Invalid email credential registration","Using 'invalid email' credentials - new user registration is not possible when no valid email address is provided"
